ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-3099781,Source2,2,2017-12-01 04:43:46,2017-12-01 05:13:12,40.804268,-73.931,,,0.0,Accident on Harlem River Dr Westbound at 129th St.,Harlem River Dr N,New York,New York,NY,10035,US,US/Eastern,KNYC,2017-12-01 04:51:00,46.0,43.9,83.0,30.06,10.0,Variable,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2780167,Source3,2,2018-06-25 16:33:20,2018-06-25 17:02:56,40.62738,-74.304108,,,0.0,Right lane blocked due to accident on Garden State Pkwy Southbound at Exit 135 County Hwy-613 Central Ave.,Garden State Pkwy S,Clark,Union,NJ,07066,US,US/Eastern,KLDJ,2018-06-25 16:35:00,81.3,,26.0,30.04,10.0,NNW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7720600,Source1,2,2019-05-09 16:32:04,2019-05-09 17:01:35,37.64413,-122.49192,37.648364,-122.490931,0.298,At Manor Dr/Palmetto Ave - Accident. Lane blocked.,Cabrillo Hwy N,Pacifica,San Mateo,CA,94044,US,US/Pacific,KSFO,2019-05-09 16:56:00,65.0,65.0,58.0,29.73,10.0,SW,16.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6580390,Source1,2,2020-10-16 01:00:00,2020-10-16 08:34:16,41.687869,-91.919125,41.687245,-92.013781,4.884,Incident on I-80 WB near US-151 Drive with caution.,I-80 W,Homestead,Iowa,IA,52236,US,US/Central,KCID,2020-10-16 00:52:00,33.0,25.0,61.0,29.25,10.0,WSW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-352215,Source2,2,2017-03-28 13:28:24,2017-03-28 14:12:38,33.931202,-118.291794,,,0.01,Accident on Vermont Ave near Imperial Hwy.,S Vermont Ave,Los Angeles,Los Angeles,CA,90044,US,US/Pacific,KHHR,2017-03-28 13:53:00,73.0,,27.0,30.0,10.0,WSW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-6704559,Source1,2,2020-12-12 00:20:33,2020-12-12 02:36:30,39.748187,-75.557565,39.726562,-75.570877,1.653,Stationary traffic on US-202 S - I-95 S from DE-52/Delaware Ave/W 7th St/Exit 7 (I-95) to I-495/I-295/Exit 5 (I-95) due to accident.,I-95 S,Wilmington,New Castle,DE,19801,US,US/Eastern,KILG,2020-12-12 00:51:00,40.0,40.0,89.0,30.04,9.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5715836,Source1,2,2021-08-10 21:33:00.000000,2021-08-10 23:14:44.000000,33.31252,-117.481081,33.301274,-117.467821,1.091,Incident on I-5 SB near LAS PULGAS Expect delays.,I-5 S,Camp Pendleton,San Diego,CA,92055,US,US/Pacific,KNFG,2021-08-10 21:55:00,71.0,71.0,73.0,29.86,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3664498,Source1,2,2023-03-20 10:39:57.000000000,2023-03-20 12:52:03.000000000,43.016906,-78.25681800000002,43.01594,-78.284658,1.408,NYSTA - Statewide Ops.: crash on I-90 - NYS Thruway westbound at After Exit 48 (I-90) - Batavia (Rte 98) starting 10:39 AM 03/20/2023 [CARS CAD-230790133],I-90 W,Batavia,Genesee,NY,14020,US,US/Eastern,KROC,2023-03-20 10:54:00,38.0,28.0,55.0,29.58,10.0,W,18.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-901460,Source2,3,2021-09-14 08:23:41,2021-09-14 08:52:12,36.942493,-76.26655600000002,,,0.0,Left hand shoulder closed due to accident on I-64 Hampton Roads Bltwy Westbound at Exit 274 Ocean Ave.,I-64 E,Norfolk,Norfolk,VA,23503,US,US/Eastern,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6382772,Source1,2,2021-01-07 23:17:10,2021-01-08 02:40:21,25.968916,-80.14787,25.971371,-80.147963,0.17,Incident on W DIXIE HWY near HOUSE 21012 Drive with caution., NE 209th St,Miami,Miami-Dade,FL,33180-1100,US,US/Eastern,KHWO,2021-01-07 22:53:00,68.0,68.0,84.0,30.0,10.0,SSE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-176167,Source2,3,2016-08-26 04:47:34,2016-08-26 05:32:34,38.573112,-89.87616,,,0.0,Right lane closed and right hand shoulder closed due to serious accident on I-64 Westbound at Exits 19A 19B IL-158 Air Mobility Dr.,I-64 W,O Fallon,St. Clair,IL,62269,US,US/Central,KBLV,2016-08-26 04:58:00,72.1,,98.0,30.06,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6966745,Source1,2,2020-10-31 00:19:06,2020-10-31 03:49:01,34.042435,-81.086686,34.038525,-81.100796,0.852,Incident on I-20 WB near MM 65 Drive with caution.,I-20 W,Columbia,Richland,SC,29210,US,US/Eastern,KCAE,2020-10-31 00:56:00,55.0,55.0,55.0,29.98,10.0,NNE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7677586,Source1,2,2017-08-31 08:43:26,2017-08-31 14:43:26,41.318748,-112.026313,41.322548,-112.027887,0.275,At UT-126/Exit 351 - Accident. Two lanes blocked.,I-15 N,Ogden,Weber,UT,84404,US,US/Mountain,KOGD,2017-08-31 08:53:00,72.0,,51.0,29.97,10.0,NNE,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5124907,Source1,2,2022-07-02 22:08:06,2022-07-02 23:26:26,39.740258,-104.703242,39.740318,-104.727085,1.267,At E-470 (near Aurora) at Mile Point 289. Road closed expect delays due to a crash.,I-70 W,Aurora,Adams,CO,80019,US,US/Mountain,KDEN,2022-07-02 21:53:00,74.0,74.0,41.0,24.64,10.0,SSW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-4643262,Source1,2,2022-12-13 09:55:00,2022-12-13 11:59:15,32.705457,-96.932878,32.708744,-96.929616,0.296,Accident on TX-408 N from Grady Niblo Rd (State Spur 408/TX-408) to TX-303/Kiest Blvd (State Spur 408/TX-408).,Spur 408 N,Dallas,Dallas,TX,75236,US,US/Central,KRBD,2022-12-13 09:53:00,60.0,60.0,96.0,29.0,10.0,WNW,18.0,1.08,Light Rain with Thunder,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3816322,Source1,2,2022-03-15 19:55:30,2022-03-15 22:06:40,37.644404,-77.56987099999998,37.644991,-77.568033,0.108,Stationary traffic on US-250 E from Deep Rock Rd to Mineral Springs Ln due to accident., W Broad St,Glen Allen,Henrico,VA,23060-6406,US,US/Eastern,KOFP,2022-03-15 19:54:00,63.0,63.0,29.0,29.96,10.0,SSW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-424927,Source2,3,2017-04-10 10:33:40,2017-04-10 11:03:14,40.596298,-75.568901,,,13.61,Shoulder blocked due to accident on I-476 Northbound between Exit 44 and Exit 56 US-22.,US-22 E,Allentown,Lehigh,PA,18104,US,US/Eastern,KXLL,2017-04-10 10:35:00,62.6,,39.0,30.2,10.0,SW,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1723488,Source2,3,2019-12-18 09:06:51,2019-12-18 09:36:33,39.03109,-77.128998,,,0.0,Lane blocked due to accident on I-270 Northbound at Exits 1 1A 1B MD-187.,Dwight D Eisenhower Hwy S,Bethesda,Montgomery,MD,20817,US,US/Eastern,KDCA,2019-12-18 08:52:00,35.0,29.0,57.0,30.01,10.0,WSW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1527539,Source2,2,2020-03-13 19:23:23,2020-03-13 19:53:09,32.243992,-80.82621,,,0.0,Accident on US-278 Fording Island Rd both ways at Malphrus Rd.,Colleton River Rd,Bluffton,Beaufort,SC,29910,US,US/Eastern,KHXD,2020-03-13 19:50:00,70.0,70.0,68.0,30.13,10.0,S,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3099076,Source2,1,2017-11-30 18:48:47,2017-11-30 19:18:27,33.386299,-111.805435,,,0.0,Right lane blocked due to accident on US-60 Eastbound at Exit 181 Stapley Dr.,S Stapley Dr,Mesa,Maricopa,AZ,85204,US,US/Mountain,KFFZ,2017-11-30 18:55:00,69.8,,31.0,30.02,30.0,Variable,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1178647,Source2,2,2021-01-27 11:14:33,2021-01-27 12:30:27,29.61043,-95.19635,,,0.0,Accident on Rural Oak St at Southdown Trace Trl.,Rural Oak St,Houston,Harris,TX,77034-2189,US,US/Central,KHOU,2021-01-27 10:53:00,67.0,67.0,31.0,30.18,10.0,N,17.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1082542,Source2,2,2021-04-14 05:39:02,2021-04-14 07:08:50,38.889729,-76.932762,,,0.0,Accident on 49th St at Capitol St.,E Capitol St SE,Washington,District of Columbia,DC,20019-5250,US,US/Eastern,KWBC,2021-04-14 05:56:00,47.0,45.0,98.0,29.78,10.0,S,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Day,Day
A-2227472,Source2,2,2019-03-19 08:12:13,2019-03-19 10:58:18,39.112751,-121.634689,,,0.0,Lane blocked due to accident on CA-99 at Lincoln Rd.,State Highway 99,Yuba City,Sutter,CA,95993,US,US/Pacific,KMYV,2019-03-19 07:53:00,52.0,,77.0,29.91,10.0,Calm,,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-445040,Source2,2,2017-05-18 13:20:43,2017-05-18 14:05:25,42.370731,-87.89624,,,0.0199999995529651,Accident on US-41 Skokie Hwy at IL-132 Grand Ave.,N Skokie Hwy,Gurnee,Lake,IL,60031,US,US/Central,KUGN,2017-05-18 12:55:00,72.0,,59.0,29.75,10.0,WSW,16.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-308771,Source2,2,2017-01-24 16:43:31,2017-01-24 17:28:19,47.619682,-122.330429,,,0.0,Accident on Yale Ave at John St.,Yale Ave N,Seattle,King,WA,98109-5428,US,US/Pacific,KBFI,2017-01-24 16:53:00,41.0,,89.0,30.17,10.0,Calm,,,Mostly Cloudy,True,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-2315164,Source2,3,2019-01-03 19:43:19,2019-01-03 20:12:47,28.01045,-82.45386500000002,,,0.0,2 right lane blocked due to accident on I-275 Southbound at Exit 48 Sligh Ave.,I-275 N,Tampa,Hillsborough,FL,33604,US,US/Eastern,KTPA,2019-01-03 19:53:00,72.0,,91.0,30.04,10.0,SW,3.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7170605,Source1,2,2020-04-10 18:54:00,2020-04-10 20:07:07,33.981905,-118.256421,33.981905,-118.256421,0.0,At E Florence Ave - Accident.,S Central Ave,Los Angeles,Los Angeles,CA,90001,US,US/Pacific,KCQT,2020-04-10 18:52:00,63.0,63.0,58.0,29.73,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-227018,Source2,3,2016-09-07 18:26:24,2016-09-07 19:11:24,41.42181,-81.734482,,,0.0,Right lane blocked due to accident on I-480 Westbound between Exit 16 OH-94 State Rd and Exit 15 Ridge Rd.,Ridge Rd,Cleveland,Cuyahoga,OH,44144,US,US/Eastern,KCLE,2016-09-07 18:51:00,89.1,,53.0,29.97,10.0,WSW,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6724364,Source1,2,2020-12-30 14:17:30,2020-12-31 02:45:29,25.883627,-80.211609,25.884376,-80.210541,0.084,Stationary traffic on FL-924 - US-441 N from NW 8th Ave to NW 121st St due to accident., NW 119th St,Miami,Miami-Dade,FL,33168-2335,US,US/Eastern,KOPF,2020-12-30 13:53:00,77.0,77.0,62.0,30.1,10.0,E,23.0,0.0,Mostly Cloudy / Windy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5976984,Source1,2,2021-04-30 04:50:30,2021-04-30 18:15:43,27.981571,-82.470225,27.981463,-82.455275,0.912,Stationary traffic on FL-574 from N Armenia Ave (W Dr Martin Luther King Jr Blvd/FL-574) to I-275 (E Dr Martin Luther King Jr Blvd/FL-574) due to accident., W Dr Martin Luther King Jr Blvd,Tampa,Hillsborough,FL,33603,US,US/Eastern,KTPF,2021-04-30 04:55:00,70.0,70.0,88.0,30.01,2.0,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-918863,Source2,2,2021-08-30 08:16:53,2021-08-30 09:17:25,41.83332100000001,-88.201317,,,0.0,Accident on Countryridge Dr near IL-59.,2S501 State Route 59,Warrenville,DuPage,IL,60555-1254,US,US/Central,KDPA,2021-08-30 07:52:00,71.0,71.0,75.0,29.21,10.0,NNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-2396366,Source2,2,2018-12-13 09:25:38,2018-12-13 09:57:00,39.794785,-104.809654,,,0.0,Accident on Maxwell Pl at Chambers Rd.,Maxwell Pl,Denver,Denver,CO,80239,US,US/Mountain,KBKF,2018-12-13 08:58:00,28.0,,41.0,30.27,10.0,West,2.3,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4077761,Source1,2,2022-07-18 19:02:13.000000000,2022-07-18 20:19:23.000000000,25.773553,-80.357734,25.772603,-80.357989,0.068,Incident on SW 99TH CT WB near W FLAGLER ST Drive with caution.,NW 99th Ct,Miami,Miami-Dade,FL,33172,US,US/Eastern,KMIA,2022-07-18 18:53:00,86.0,86.0,74.0,30.08,10.0,SE,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3549475,Source1,2,2016-08-31 09:02:52,2016-08-31 15:02:52,37.45227,-122.12716,37.44746,-122.1217,0.447,At Embarcadero Rd/Exit 402 - Accident. Right lane blocked.,Bayshore Fwy S,Palo Alto,Santa Clara,CA,94303,US,US/Pacific,KPAO,2016-08-31 08:47:00,64.4,,77.0,29.96,10.0,Variable,4.6,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7105473,Source1,2,2020-03-06 18:14:30,2020-03-06 19:26:01,38.63799,-121.40508,38.63799,-121.40508,0.0,At Winters St - Accident.,I-80 W,North Highlands,Sacramento,CA,95660,US,US/Pacific,KMCC,2020-03-06 17:45:00,57.0,57.0,67.0,29.76,10.0,SSW,7.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2772422,Source2,2,2018-06-20 16:17:37,2018-06-20 17:01:02,34.032913,-84.341171,,,0.0,Slow traffic and right lane blocked due to accident on GA-140 Holcomb Bridge Rd Westbound at Old Roswell Rd.,Holcomb Bridge Rd,Roswell,Fulton,GA,30075,US,US/Eastern,KMGE,2018-06-20 15:56:00,91.2,,36.0,29.92,10.0,NW,13.8,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7314285,Source1,2,2019-12-14 18:10:00,2019-12-14 19:09:00,40.05888,-111.56449,40.05888,-111.56449,0.0,At Covered Bridge Dr - Accident., S Highway 6,Spanish Fork,Utah,UT,84660,US,US/Mountain,KPVU,2019-12-14 17:56:00,32.0,26.0,73.0,25.37,10.0,NNE,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-5772128,Source1,2,2021-11-18 07:27:00,2021-11-18 11:26:21,41.747328042784936,-86.77088856655706,41.75993804278495,-86.75096856655706,1.347,Lane closed on I-94 E from US-35/US-20/Exit 40 (I-94) to IN--MI State Border (I-94) due to accident.,I-94,Michigan City,Laporte,IN,46360,US,US/Central,KMGC,2021-11-18 07:35:00,34.0,24.0,65.0,29.41,10.0,W,16.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3857488,Source1,2,2022-06-16 07:50:50,2022-06-16 09:10:53,39.854202,-105.051335,39.85456,-105.051595,0.028,Between Lowell Boulevard and CO 95 (Westminster) at Mile Point 53. The center lane is closed due to a crash.,US-36,Westminster,Adams,CO,80031,US,US/Mountain,KBJC,2022-06-16 07:55:00,70.0,70.0,27.0,24.54,10.0,N,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-540796,Source2,3,2022-08-10 11:55:22,2022-08-10 12:24:29,35.079208,-90.057091,,,0.0,Right lane blocked due to crash on I-55 Northbound at Exit 7 US-61.,I-55,Memphis,Shelby,TN,38109,US,US/Central,KMEM,2022-08-10 11:54:00,86.0,86.0,63.0,29.76,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-266215,Source2,2,2016-12-22 14:11:49,2016-12-22 15:26:39,29.735634,-95.64006,,,0.01,Accident on FM-1093 Westheimer Rd at Briargreen Dr.,Briargreen Dr,Houston,Harris,TX,77077,US,US/Central,KSGR,2016-12-22 13:53:00,69.1,,61.0,30.19,10.0,North,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4025515,Source1,2,2022-12-17 01:19:25,2022-12-17 02:34:31,41.528151,-81.628025,41.52585300000001,-81.62623,0.184,Incident on MARTIN LUTHER KING JR DR near MARTIN LUTHER KING JR DR Drive with caution.,Martin Luther King Jr Dr,Cleveland,Cuyahoga,OH,44108,US,US/Eastern,KBKL,2022-12-17 00:53:00,34.0,23.0,67.0,29.12,10.0,WSW,17.0,0.0,Cloudy,True,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4408721,Source1,2,2022-03-14 17:54:11,2022-03-14 18:16:10,32.746122,-96.856883,32.741303,-96.856885,0.333,Stationary traffic from W Jefferson Blvd (S Hampton Rd) to W Clarendon Dr (S Hampton Rd) due to accident., Marvin Ave,Dallas,Dallas,TX,75211-2635,US,US/Central,KRBD,2022-03-14 17:53:00,70.0,70.0,55.0,29.12,10.0,SSW,13.0,0.02,Thunder in the Vicinity,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2871121,Source2,2,2018-04-07 15:56:55,2018-04-07 16:26:21,35.914234,-78.780594,,,0.0,Accident on Brier Creek Pkwy at Skyland Ridge Pkwy.,Brier Creek Pkwy,Raleigh,Wake,NC,27617,US,US/Eastern,KRDU,2018-04-07 15:51:00,43.0,35.4,93.0,29.8,7.0,NE,16.1,0.01,Light Rain,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-5910256,Source1,2,2021-07-12 14:27:17,2021-07-12 17:38:26,33.88772,-117.514671,33.895278999999995,-117.498772,1.051,Stationary traffic on Riverside Fwy E - CA-91 E from I-15 (CA-91) to Pierce St (CA-91) due to accident.,CA-91 E,Corona,Riverside,CA,92879,US,US/Pacific,KAJO,2021-07-12 14:56:00,86.0,86.0,49.0,29.28,10.0,WNW,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7170190,Source1,2,2020-04-10 09:16:00,2020-04-10 09:48:50,33.169552,-117.219081,33.169552,-117.219081,0.0,At Sycamore Ave - Accident.,CA-78 E,Vista,San Diego,CA,92081,US,US/Pacific,KCRQ,2020-04-10 09:03:00,53.0,53.0,93.0,29.61,3.0,SE,12.0,0.03,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4928315,Source1,2,2022-08-12 20:54:00,2022-08-12 22:19:00,25.884097,-80.209198,25.843433,-80.20665600000002,2.814,Stationary traffic on I-95 S from 125th St/Exit 10A (I-95) to 69th St/NW 6th Ave/Exit 6B (I-95) due to accident.,I-95 S,Miami,Miami-Dade,FL,33168,US,US/Eastern,KOPF,2022-08-12 20:53:00,84.0,84.0,69.0,30.01,10.0,E,8.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-6128506,Source1,2,2021-09-19 02:29:00,2021-09-19 04:32:45,32.865759999999995,-96.900049,32.860165,-96.902731,0.417,Slow traffic on TX-12 Loop from TX-12 Loop/Lombardy Ln (N Walton Walker Blvd) to TX-12 Loop (N Walton Walker Blvd) due to accident., N Walton Walker Blvd,Dallas,Dallas,TX,75220-4306,US,US/Central,KDAL,2021-09-19 02:53:00,80.0,80.0,71.0,29.45,10.0,SE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2441854,Source2,2,2018-11-08 03:58:55,2018-11-08 04:28:44,39.608803,-76.308472,,,0.0,Accident on US-1 Conowingo Rd at Kalmia Rd.,Kalmia Rd,Bel Air,Harford,MD,21015-1019,US,US/Eastern,KAPG,2018-11-08 05:49:00,48.2,,58.0,30.22,10.0,North,4.6,,Overcast,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-6818594,Source1,2,2020-10-27 23:04:00,2020-10-28 00:58:06,30.027811,-90.00178100000002,30.020396,-90.01401899999998,0.894,Stationary traffic on I-10 from Crowder Blvd (I-10) to US-90 (New Orleans) (East) (I-10) due to accident.,I-10 W,New Orleans,Orleans,LA,70126,US,US/Central,KNEW,2020-10-27 22:53:00,,,,29.94,,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7295962,Source1,2,2019-12-31 14:38:00,2019-12-31 15:11:04,45.13326,-93.23301,45.13326,-93.23301,0.0,At MN-65/Central Ave - Vehicle spun around.,US-10 E,Minneapolis,Anoka,MN,55449,US,US/Central,KANE,2019-12-31 14:45:00,21.0,14.0,80.0,28.8,10.0,W,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1876713,Source2,2,2019-09-24 17:04:21,2019-09-24 18:40:43,34.017849,-79.75147199999998,,,0.0,Accident on New Hope Rd at US-52.,W New Hope Rd,Coward,Florence,SC,29530,US,US/Eastern,KFLO,2019-09-24 16:53:00,90.0,90.0,37.0,29.67,10.0,VAR,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7428884,Source1,3,2019-03-17 06:43:46,2019-03-17 07:13:06,32.7804,-96.77682,32.77772,-96.78369,0.44,At I-45/US-75/Exit 46 - Accident., Chestnut St,Dallas,Dallas,TX,75226-1961,US,US/Central,KDAL,2019-03-17 06:53:00,39.9,,79.0,30.35,10.0,Calm,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-3026081,Source2,2,2018-02-21 05:17:49,2018-02-21 05:47:37,33.473293,-112.16906000000002,,,0.0,Accident on 51st Ave at Encanto Blvd.,W Encanto Blvd,Phoenix,Maricopa,AZ,85035-1944,US,US/Mountain,KGEU,2018-02-21 05:47:00,37.4,,38.0,30.09,10.0,Calm,,,Clear,False,False,True,False,False,True,False,False,False,False,False,True,False,Night,Night,Night,Night
A-6685249,Source1,2,2020-12-19 07:00:00,2020-12-19 08:45:00,32.275997,-90.206304,32.276416999999995,-90.208544,0.134,Incident on I-20 WB near I-55 Road closed. Take alternate route.,I-20 W,Jackson,Hinds,MS,39204,US,US/Central,KHKS,2020-12-19 06:53:00,41.0,36.0,70.0,29.88,10.0,SE,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5442811,Source1,2,2022-07-07 16:22:00,2022-07-07 20:07:00,36.188422,-79.51176,36.192875,-79.511705,0.308,Incident on NC-87 NB near HILLVIEW FARM RD Road closed. Take alternate route., NC-87,Elon,Alamance,NC,27244-9519,US,US/Eastern,KBUY,2022-07-07 15:54:00,96.0,96.0,46.0,29.25,10.0,SW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5773035,Source1,2,2021-04-05 08:00:00,2021-04-05 09:22:42,40.25273680667757,-76.86924576722684,40.24981680667757,-76.87510576722684,0.369,Incident on I-83 SB near MP 42 Drive with caution.,I-83,Harrisburg,Dauphin,PA,17104,US,US/Eastern,KCXY,2021-04-05 07:56:00,48.0,45.0,50.0,29.75,10.0,W,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4968032,Source1,2,2022-02-07 17:47:08,2022-02-07 19:54:59,35.844561,-78.68037699999998,35.842775,-78.680237,0.124,Slow traffic on NC-50 - US-70 E at Marriott Dr due to accident., Creedmoor Rd,Raleigh,Wake,NC,27612-5801,US,US/Eastern,KRDU,2022-02-07 17:51:00,36.0,32.0,100.0,29.62,1.0,VAR,5.0,0.01,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5329130,Source1,2,2022-06-02 17:57:58.000000000,2022-06-02 20:03:42.000000000,25.824641,-80.240902,25.823946,-80.240039,0.072,Stationary traffic on FL-9 from NW 55th St to NW 26th Ave due to accident., NW 27th Ave,Miami,Miami-Dade,FL,33142,US,US/Eastern,KMIA,2022-06-02 17:53:00,78.0,78.0,76.0,29.87,10.0,NNE,6.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1914630,Source2,2,2019-09-16 04:10:47,2019-09-16 05:28:50,30.469419,-83.413963,,,0.0,Accident on US-90 Base St at Horry Ave.,S Horry St,Madison,Madison,FL,32340-2414,US,US/Eastern,KVLD,2019-09-16 03:53:00,74.0,74.0,87.0,29.75,10.0,NNE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4867876,Source1,2,2022-04-08 16:30:00.000000000,2022-04-08 18:00:05.000000000,37.50958800297971,-122.33339667261916,37.51160800297971,-122.33096667261916,0.193,Incident on CA-92 EB near I-280 Drive with caution.,CA-92,San Mateo,San Mateo,CA,94402,US,US/Pacific,KSQL,2022-04-08 15:55:00,77.0,77.0,34.0,30.01,10.0,W,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
