ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Duration_sec,Year,Month,Hour,DayOfWeek
A-2378897,Source2,3,2018-12-04 17:01:47,2018-12-04 17:31:06,29.704103000000003,-95.45945,1.0800000429153442,Two lane blocked and right hand shoulder blocked due to accident on I-610 Northbound between Holly St and Exit 6.,W Loop South Fwy,Bellaire,Harris,TX,77401-4509,US,US/Central,KMCJ,2018-12-04 17:55:00,57.2,38.0,30.26,10.0,Variable,4.6,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1759.0,2018,12,17,Tuesday
A-6877376,Source1,2,2020-11-03 04:28:16,2020-11-03 05:28:16,42.96108,-123.325357,0.312,A crash has occurred causing no to minimum delays. Use caution.,I-5 N,Myrtle Creek,Douglas,OR,97457,US,US/Pacific,KRBG,2020-11-03 04:53:00,40.0,89.0,29.48,9.0,SSE,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,3600.0,2020,11,4,Tuesday
A-3862569,Source1,2,2022-08-22 22:30:50,2022-08-23 01:59:56,32.488675,-81.178087,0.78,Incident on SAND HILLS RD near B AND C LANDING RD Expect delays., Sand Hills Rd,Tillman,Jasper,SC,29943-2626,US,US/Eastern,KSAV,2022-08-22 22:53:00,74.0,97.0,29.94,10.0,S,6.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,12546.0,2022,8,22,Monday
A-2703908,Source3,3,2018-07-13 05:49:44,2018-07-13 06:18:46,34.071751,-117.876991,0.0,Gore point obstructed due to accident on I-10 Eastbound at Grand Ave.,I-10 E,West Covina,Los Angeles,CA,91791,US,US/Pacific,KPOC,2018-07-13 06:47:00,75.2,65.0,30.04,10.0,WSW,4.6,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day,1742.0,2018,7,5,Friday
A-5548000,Source1,2,2021-06-01 21:31:44,2021-06-02 00:06:57,33.327227,-80.82674899999998,0.19,Incident on FREEDOM RD near RADIUS CT Drive with caution., Freedom Rd,Branchville,Orangeburg,SC,29432-6065,US,US/Eastern,KOGB,2021-06-01 21:53:00,72.0,71.0,29.98,10.0,SE,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,9313.0,2021,6,21,Tuesday
A-2081512,Source2,2,2019-05-31 06:18:57,2019-05-31 07:51:08,42.00357800000001,-87.668098,0.0,Accident on North Shore Ave at Greenview Ave.,W North Shore Ave,Chicago,Cook,IL,60626-4227,US,US/Central,KORD,2019-05-31 05:51:00,62.0,86.0,29.15,10.0,SW,7.0,Fair,False,False,False,False,False,False,False,True,False,False,False,False,False,Day,Day,Day,Day,5531.0,2019,5,6,Friday
A-6551667,Source1,2,2021-02-15 16:39:00,2021-02-15 17:14:30,43.512699,-119.117521,0.688,Stationary traffic on US-20 W - US-395 N - US-20 E - US-395 S from Sage Hen Hill Rd (US-20) to CR-128/Greenhouse Ln (US-20) due to accident., Central Oregon Hwy,Hines,Harney,OR,97738-9431,US,US/Pacific,KBNO,2021-02-15 16:53:00,41.0,60.0,25.49,10.0,W,20.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2130.0,2021,2,16,Monday
A-3094589,Source2,2,2018-01-30 07:42:27,2018-01-30 08:12:12,39.741684,-86.349152,0.0,Accident on Allpoints Ct at Allpoints Pkwy.,Allpoints Pkwy,Avon,Hendricks,IN,46123,US,US/Eastern,KIND,2018-01-30 07:54:00,19.0,77.0,30.5,10.0,NNW,5.8,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,1785.0,2018,1,7,Tuesday
A-4124155,Source1,2,2022-12-04 00:35:47,2022-12-04 01:54:59,33.960076,-80.940489,0.074,Incident on FOUNTAIN LAKE RD near YORKTOWN CT Drive with caution., Garners Ferry Rd,Columbia,Richland,SC,29209-3811,US,US/Eastern,KCUB,2022-12-04 00:53:00,60.0,86.0,30.05,10.0,NW,3.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,4752.0,2022,12,0,Sunday
A-6782936,Source1,2,2020-10-29 00:42:01,2020-10-29 03:03:20,33.772989,-81.392798,0.318,Incident on SHUMPERT HILL RD near FAIRVIEW RD Drive with caution., Shumpert Hill Rd,Leesville,Lexington,SC,29070-8370,US,US/Eastern,KAIK,2020-10-29 17:15:00,81.0,70.0,29.09,10.0,SSW,10.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,8479.0,2020,10,0,Thursday
A-3953927,Source1,2,2022-10-12 09:52:00,2022-10-12 11:29:56,42.377676,-83.062424,0.6759999999999999,Incident on I-75 SB near I-94 Right lane blocked. Expect delays.,Chrysler Expy S,Detroit,Wayne,MI,48211,US,US/Eastern,KDET,2022-10-12 09:53:00,61.0,64.0,29.23,6.0,S,9.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,5876.0,2022,10,9,Wednesday
A-3584795,Source1,3,2017-03-29 17:19:08,2017-03-29 23:19:08,35.22215,-80.868,0.586,At I-277/US-74/Exit 9 - Accident.,I-77 N,Charlotte,Mecklenburg,NC,28208,US,US/Eastern,KCLT,2017-03-29 16:52:00,78.1,36.0,30.01,10.0,Calm,7.685489595665097,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,21600.0,2017,3,17,Wednesday
A-3020410,Source2,3,2018-02-19 21:02:19,2018-02-19 21:31:31,36.946732,-94.680428,0.0,Right lane blocked due to accident on I-44 Eastbound before 665 Rd.,I-44 E,Quapaw,Ottawa,OK,74363,US,US/Central,KJLN,2018-02-19 21:02:00,53.1,100.0,29.78,4.0,NW,3.5,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,1752.0,2018,2,21,Monday
A-7636915,Source1,2,2018-01-23 14:34:00,2018-01-23 20:34:00,37.582309,-122.252803,0.0,At San Mateo Bridge - Accident. Lane blocked.,CA-92 E,San Mateo,San Mateo,CA,94404,US,US/Pacific,KSQL,2018-01-23 14:47:00,57.2,67.0,30.2,10.0,NNE,6.9,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,21600.0,2018,1,14,Tuesday
A-612049,Source2,2,2022-05-25 06:44:55,2022-05-25 07:42:28,28.006163,-82.303185,0.0,Crash on I-4 Eastbound at Exit 10 CR-579 Mango Rd.,I-4 W,Seffner,Hillsborough,FL,33584,US,US/Eastern,KVDF,2022-05-25 06:35:00,70.0,100.0,30.03,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3453.0,2022,5,6,Wednesday
A-1566797,Source2,2,2020-04-27 16:17:51,2020-04-27 17:20:33,37.197659,-93.349838,0.0,Left lane blocked due to accident on US-160 Southbound at Grand St.,S West Byp,Springfield,Greene,MO,65802,US,US/Central,KSGF,2020-04-27 15:52:00,66.0,60.0,28.65,10.0,S,14.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3762.0,2020,4,16,Monday
A-4160689,Source1,2,2022-07-26 15:35:00,2022-07-26 16:35:00,35.556635,-82.53801800000002,0.006,The left lane is closed near Yorkshire Street., Yorkshire St,Asheville,Buncombe,NC,28803-2752,US,US/Eastern,KAVL,2022-07-26 15:54:00,82.0,67.0,27.86,10.0,S,14.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3600.0,2022,7,15,Tuesday
A-2850573,Source2,2,2018-05-28 11:57:43,2018-05-28 12:27:02,39.665237,-75.60192099999998,0.0,Accident on Sunset Blvd at DE-273 Frenchtown Rd.,Frenchtown Rd,New Castle,New Castle,DE,19720,US,US/Eastern,KILG,2018-05-28 11:51:00,62.1,84.0,30.12,10.0,Calm,7.685489595665097,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1759.0,2018,5,11,Monday
A-4051751,Source1,2,2022-04-12 15:12:00,2022-04-12 18:00:00,33.68628144248158,-84.30675387342306,2.076,Incident on I-285 EB near FLUS-SHOALS RD Three lanes blocked. Expect delays.,I-285,Atlanta,Dekalb,GA,30316,US,US/Eastern,KATL,2022-04-12 14:52:00,79.0,40.0,29.04,10.0,SW,10.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10080.0,2022,4,15,Tuesday
A-5032102,Source1,2,2022-06-16 08:42:11,2022-06-16 10:03:15,35.13705611,-90.09266496,1.444,Incident on I-55 SB near TENNESSEE-ARKANSAS STATE LINE Expect long delays.,I-55,West Memphis,Crittenden,AR,72301,US,US/Central,KAWM,2022-06-16 08:53:00,86.0,63.0,29.88,10.0,VAR,3.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,4864.0,2022,6,8,Thursday
A-3443463,Source1,2,2016-07-13 07:41:46,2016-07-13 13:41:46,41.26277,-96.242615,0.419,At US-6/NE-31/204th St - Accident.,W Dodge Rd,Elkhorn,Douglas,NE,68022,US,US/Central,KMLE,2016-07-13 07:35:00,73.2,92.0,29.82,10.0,South,8.1,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,21600.0,2016,7,7,Wednesday
A-1552802,Source2,2,2020-04-12 20:45:53,2020-04-12 23:02:47,30.204384,-81.739548,0.0,2 left lane blocked due to accident on FL-21 Blanding Blvd Southbound at Collins Rd.,Blanding Blvd,Jacksonville,Duval,FL,32244-5116,US,US/Eastern,KNIP,2020-04-12 20:53:00,79.0,74.0,29.92,10.0,SSE,14.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day,8214.0,2020,4,20,Sunday
A-1469370,Source2,2,2020-05-14 10:27:44,2020-05-14 11:12:15,34.861359,-82.29692800000002,0.0,Accident on Hunting Hollow Rd at Stonehedge Dr.,Stonehedge Dr,Greenville,Greenville,SC,29615-3745,US,US/Eastern,KGMU,2020-05-14 10:53:00,71.0,68.0,29.21,10.0,WSW,10.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2671.0,2020,5,10,Thursday
A-7362929,Source1,2,2019-10-30 21:36:00,2019-10-30 22:12:45,33.364633000000005,-117.091482,0.0,At 3rd St/Pala Temecula Rd - Accident., Highway 76,Pala,San Diego,CA,92059,US,US/Pacific,KF70,2019-10-30 21:35:00,46.0,11.0,28.74,10.0,NNE,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2205.0,2019,10,21,Wednesday
A-4517499,Source1,2,2022-04-04 17:02:30,2022-04-04 18:17:32,37.456989,-77.425492,0.919,Incident on I-95 SB near I-95 Drive with caution.,I-95 S,Richmond,Richmond City,VA,23234,US,US/Eastern,KFCI,2022-04-04 18:56:00,60.0,33.0,29.74,10.0,S,6.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,4502.0,2022,4,17,Monday
A-132204,Source2,2,2016-09-26 10:08:42,2016-09-26 10:53:29,25.628286,-80.360062,0.0,Lane blocked due to accident on FL-992 152nd St at 103rd Ave.,SW 103rd Ave,Miami,Miami-Dade,FL,33157,US,US/Eastern,KTMB,2016-09-26 09:53:00,82.9,79.0,30.0,10.0,ENE,3.5,Clear,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,2687.0,2016,9,10,Monday
A-1763632,Source2,2,2019-10-18 18:41:48,2019-10-18 19:35:29,35.458504,-97.531723,0.0,Accident on I-40 Westbound at Exit 149 Western Ave.,I-40 W,Oklahoma City,Oklahoma,OK,73108,US,US/Central,KOKC,2019-10-18 18:52:00,67.0,36.0,28.32,10.0,SSE,13.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3221.0,2019,10,18,Friday
A-310811,Source2,2,2016-09-28 11:24:30,2016-09-28 11:54:13,47.891602,-117.199486,0.0,Accident on Day Mount Spokane Rd at Jackson Rd.,N Day Mount Spokane Rd,Chattaroy,Spokane,WA,99003-8505,US,US/Pacific,KDEW,2016-09-28 11:53:00,73.9,32.0,30.01,10.0,ENE,9.2,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1783.0,2016,9,11,Wednesday
A-2859803,Source2,2,2018-04-02 17:19:20,2018-04-02 17:48:50,39.244781,-94.465294,0.0,Accident on MO-152 Barry Rd Westbound at Flintlock Rd.,NE Barry Rd,Kansas City,Clay,MO,64157,US,US/Central,KGPH,2018-04-02 17:35:00,32.0,100.0,29.74,7.0,SE,8.1,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,1770.0,2018,4,17,Monday
A-2786705,Source3,3,2018-06-27 06:49:48,2018-06-27 07:49:21,38.641899,-121.150009,0.0,#2 lane blocked due to accident on US-50 Westbound at Exit 25 Prairie City Rd.,El Dorado Fwy W,Folsom,Sacramento,CA,95630,US,US/Pacific,KMHR,2018-06-27 06:45:00,55.4,88.0,29.88,10.0,SSE,5.8,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3573.0,2018,6,6,Wednesday
A-2277233,Source2,3,2019-02-11 16:48:09,2019-02-11 17:47:48,32.901546,-80.022423,0.0,1 right lane blocked due to accident on I-26 at Exit 211A-B Remount Rd.,I-26 W,Charleston,Charleston,SC,29406,US,US/Eastern,KCHS,2019-02-11 16:56:00,63.0,90.0,30.09,10.0,NE,3.5,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3579.0,2019,2,16,Monday
A-7601747,Source1,2,2018-03-06 09:03:14,2018-03-06 15:03:14,40.68258,-73.66615,1.213,Between Hempstead Ave/Exit 17 and Eagle Ave/Exit 18 - Accident. Center lane blocked.,Southern State Pkwy E,Malverne,Nassau,NY,11565,US,US/Eastern,KJFK,2018-03-06 08:51:00,37.9,60.0,30.08,10.0,ENE,5.8,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,21600.0,2018,3,9,Tuesday
A-2773761,Source2,2,2018-06-20 21:00:13,2018-06-20 21:44:20,34.156834,-118.41378799999998,0.0,Middle lane blocked due to accident on US-101 Eastbound at Exit 15 Coldwater Canyon Ave.,US-101 N,Studio City,Los Angeles,CA,91604,US,US/Pacific,KBUR,2018-06-20 20:53:00,66.0,84.0,29.9,10.0,SE,10.4,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day,2647.0,2018,6,21,Wednesday
A-3310823,Source2,2,2017-09-15 10:17:45,2017-09-15 11:08:00,33.764725,-79.01992800000002,0.0,Accident on Myrtle Ridge Dr at SC-544.,Myrtle Ridge Dr,Conway,Horry,SC,29526-9104,US,US/Eastern,KHYW,2017-09-15 10:15:00,78.8,69.0,30.09,5.0,North,4.6,Haze,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,3015.0,2017,9,10,Friday
A-6339723,Source1,2,2021-02-06 17:51:00,2021-02-06 19:11:44,37.79271,-121.190175,0.121,Incident on CA-120 WB near CA-99 Drive with caution.,CA-120 W,Manteca,San Joaquin,CA,95336,US,US/Pacific,KSCK,2021-02-06 17:55:00,61.0,46.0,29.99,10.0,CALM,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day,4844.0,2021,2,17,Saturday
A-3854155,Source1,2,2022-08-09 11:51:27,2022-08-09 20:55:08,40.739945,-73.845392,5.877000000000002,Slow traffic on I-495 E from 108th St/Exit 21 (I-495) to Little Neck Pkwy/Exit 32 (I-495) due to accident.,Grand Central Pkwy W,Flushing,Queens,NY,11367,US,US/Eastern,KLGA,2022-08-09 11:51:00,94.0,43.0,29.87,10.0,W,10.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,32621.0,2022,8,11,Tuesday
A-848393,Source2,2,2021-10-22 16:53:04,2021-10-22 18:27:39,35.784004,-78.613365,0.0,Accident on Raleigh Blvd at Oakwood Ave.,Raleigh Blvd,Raleigh,Wake,NC,27610,US,US/Eastern,KRDU,2021-10-22 16:51:00,74.0,62.0,29.49,10.0,WSW,6.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,5675.0,2021,10,16,Friday
A-3804346,Source1,2,2022-01-21 16:12:00,2022-01-21 18:23:44,38.23909,-77.501374,0.11,Slow traffic on US-1 N - US-17 N from US-1 exit [126] to I-95 S due to accident.,I-95 N,Fredericksburg,Spotsylvania,VA,22408,US,US/Eastern,KEZF,2022-01-21 16:15:00,25.0,44.0,30.39,10.0,N,10.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7904.0,2022,1,16,Friday
A-2167899,Source2,2,2019-04-15 16:56:50,2019-04-15 18:11:35,36.799229,-78.458679,0.0,Accident on VA-47 Main St at VA-49 2nd St.,E 2nd St,Chase City,Mecklenburg,VA,23924-1712,US,US/Eastern,KAVC,2019-04-15 16:55:00,60.0,41.0,29.44,10.0,W,15.0,Fair,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,4485.0,2019,4,16,Monday
A-5465188,Source1,2,2021-03-04 00:46:32,2021-03-04 14:28:09,35.856674,-78.631416,0.051,Incident on CEDARVIEW CT near HOUSE 400 Drive with caution., Cedarview Ct,Raleigh,Wake,NC,27609-3819,US,US/Eastern,KRDU,2021-03-04 00:51:00,41.0,65.0,29.54,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,49297.0,2021,3,0,Thursday
A-1617896,Source2,2,2020-01-29 09:05:27,2020-01-29 09:50:05,28.6411,-81.202606,0.1299999952316284,Restrictions due to accident on Chapman Rd Westbound from Happy Horse Pt to Lorenzo Ln.,Lorenzo Ln,Oviedo,Seminole,FL,32765-5418,US,US/Eastern,KSFB,2020-01-29 08:53:00,58.0,70.0,29.96,10.0,N,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2678.0,2020,1,9,Wednesday
A-417776,Source2,2,2017-04-04 10:53:50,2017-04-04 11:23:28,42.960636,-85.67514,0.01,Accident on US-131 Northbound at Exit 85A Cherry St.,US-131 S,Grand Rapids,Kent,MI,49503,US,US/Eastern,KGRR,2017-04-04 10:53:00,43.0,100.0,29.52,2.0,WSW,15.0,Light Drizzle,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,1778.0,2017,4,10,Tuesday
A-4710488,Source1,2,2023-01-13 14:32:00,2023-01-13 20:24:30,32.670864,-96.970322,3.13,Slow traffic on I-20 W from TX-408/Spur 408/Exit 460 (I-20) to TX-161/Exit 455 (I-20) due to accident.,I-20 W,Dallas,Dallas,TX,75236,US,US/Central,KRBD,2023-01-13 14:53:00,57.0,28.0,29.6,10.0,NW,8.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,21150.0,2023,1,14,Friday
A-5316399,Source1,2,2023-01-22 19:54:42,2023-01-22 21:25:50,41.574127,-87.48948,0.146,Incident on I-80 EB near COLUMBIA AVE Right lane blocked. Expect delays.,I-80 E,Hammond,Lake,IN,46324,US,US/Central,KIGQ,2023-01-22 19:55:00,32.0,92.0,29.25,10.0,NNW,6.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,5468.0,2023,1,19,Sunday
A-2984307,Source2,2,2018-02-01 10:08:06,2018-02-01 10:37:18,30.190861,-97.771622,0.0,Accident on William Cannon Dr at Bluff Dr.,E William Cannon Dr,Austin,Travis,TX,78745-5737,US,US/Central,KATT,2018-02-01 09:51:00,62.1,78.0,30.01,10.0,Variable,3.5,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1752.0,2018,2,10,Thursday
A-714240,Source3,3,2022-02-10 16:46:22,2022-02-10 17:30:53,47.039509,-122.485329,8.649999618530272,Single alternate line traffic due to crash on WA-507 both ways between 8th Ave and East Gate Rd.,E Gate Rd,Tacoma,Pierce,WA,98433,US,US/Pacific,KGRF,2022-02-10 16:58:00,47.0,87.0,30.09,10.0,NW,7.0,Cloudy,False,False,True,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day,2671.0,2022,2,16,Thursday
A-683704,Source2,3,2022-03-09 08:28:36,2022-03-09 09:14:24,41.967831,-87.755623,0.0,Lane blocked due to crash on I-90 Kennedy Expy Eastbound at Exit 84 Lawrence Ave.,W Lawrence Ave,Chicago,Cook,IL,60630,US,US/Central,KORD,2022-03-09 08:51:00,34.0,67.0,29.25,10.0,W,9.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2748.0,2022,3,8,Wednesday
A-639052,Source2,2,2022-04-25 10:39:37,2022-04-25 11:39:23,34.939415000000004,-82.075027,0.0,Crash on I-85 Southbound at Exit 66 US-29 Greenville Hwy.,Greenville Hwy,Wellford,Spartanburg,SC,29385,US,US/Eastern,KGSP,2022-04-25 10:53:00,75.0,57.0,29.15,10.0,WSW,12.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3586.0,2022,4,10,Monday
A-1980858,Source2,3,2019-07-22 07:39:42,2019-07-22 09:09:02,32.737122,-97.442474,0.0,Two lanes blocked due to accident on I-30 Eastbound at Exits 7A 7B TX-183 Alta Mere Dr.,I-30 W,Fort Worth,Tarrant,TX,76108,US,US/Central,KNFW,2019-07-22 07:52:00,80.0,69.0,29.32,10.0,S,3.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,5360.0,2019,7,7,Monday
A-4541519,Source1,2,2022-02-28 19:33:00,2022-02-28 20:03:30,41.112173,-73.41877099999998,0.415,Slow traffic on US-7 N from I-95 (US-7) to US-1/Exit 1 (US-7) due to accident.,US-7 N,Norwalk,Fairfield,CT,06850,US,US/Eastern,KHPN,2022-02-28 19:56:00,25.0,46.0,29.8,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,1830.0,2022,2,19,Monday
A-7269093,Source1,4,2020-02-19 12:12:48,2020-02-19 12:41:56,47.41737,-122.28182,0.31,Closed at 42nd Ave S - Road closed due to accident.,39th Way S,Kent,King,WA,98032,US,US/Pacific,KSEA,2020-02-19 11:53:00,52.0,37.0,29.83,10.0,CALM,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1748.0,2020,2,12,Wednesday
A-3523501,Source1,2,2016-05-27 07:22:35,2016-05-27 13:22:35,39.85982,-84.2762,0.199,At OH-48/Exit 29 - Accident.,I-70 W,Englewood,Montgomery,OH,45322,US,US/Eastern,KDAY,2016-05-27 06:56:00,64.0,93.0,30.02,7.0,South,8.1,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,21600.0,2016,5,7,Friday
A-2902882,Source2,2,2018-04-23 20:08:36,2018-04-23 21:08:18,34.099133,-81.174782,0.0,Accident on US-176 Broad River Rd at I-26.,I-26 W,Irmo,Richland,SC,29063,US,US/Eastern,KFDW,2018-04-23 20:15:00,60.8,94.0,30.03,5.0,ENE,9.2,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day,3582.0,2018,4,20,Monday
A-1834916,Source2,3,2019-11-21 08:23:18,2019-11-21 09:19:55,39.930538,-86.157883,0.0,Earlier accident on I-465 Westbound at US-31.,N Meridian St,Indianapolis,Hamilton,IN,46290,US,US/Eastern,KTYQ,2019-11-21 08:15:00,44.0,87.0,29.01,10.0,S,15.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3397.0,2019,11,8,Thursday
A-1137702,Source2,3,2021-02-26 14:55:38,2021-02-26 15:40:23,33.703537,-84.17070799999998,0.0,2 left lane blocked due to accident on I-20 Westbound at Exit 71 Panola Rd.,GA-402 W,Lithonia,DeKalb,GA,30038,US,US/Eastern,KATL,2021-02-26 14:52:00,52.0,89.0,29.03,6.0,E,10.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2685.0,2021,2,14,Friday
A-643732,Source2,2,2022-04-20 11:12:57,2022-04-20 11:57:59,35.183769,-80.756325,0.0,Crash on Idlewild Rd at US-74 Independence Blvd Exit 248.,Idlewild Rd,Charlotte,Mecklenburg,NC,28212-0526,US,US/Eastern,KCLT,2022-04-20 10:52:00,56.0,36.0,29.65,10.0,ESE,9.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2702.0,2022,4,11,Wednesday
A-4250324,Source1,2,2022-07-25 15:02:54,2022-07-25 18:25:23,30.417357,-91.100873,4.388999999999999,Slow traffic on I-12 E from I-10 (I-12) to Millerville Rd (I-12) due to accident.,I-12 E,Baton Rouge,East Baton Rouge,LA,70809,US,US/Central,KBTR,2022-07-25 14:53:00,78.0,90.0,30.02,7.0,SSW,13.0,Light Rain with Thunder,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12149.0,2022,7,15,Monday
A-1265272,Source2,3,2020-11-16 17:03:50,2020-11-16 19:29:43,37.505306,-121.964714,0.0,Right hand shoulder blocked due to accident on I-880 Northbound before Exit 15 Auto Mall Pkwy.,I-880 N,Fremont,Alameda,CA,94538,US,US/Pacific,KPAO,2020-11-16 15:47:00,64.0,64.0,29.92,10.0,N,6.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,8753.0,2020,11,17,Monday
A-3003033,Source2,3,2018-02-09 19:22:02,2018-02-09 20:06:19,47.462086,-122.256462,0.0,HOV lane blocked due to accident on I-405 Southbound at Tukwila Pkwy.,I-405 N,Seattle,King,WA,98188,US,US/Pacific,KSEA,2018-02-09 18:53:00,44.1,76.0,30.27,10.0,NNE,9.2,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2657.0,2018,2,19,Friday
A-1960828,Source2,2,2019-07-10 14:13:04,2019-07-10 14:42:53,33.465771000000004,-112.065079,0.0,Accident on 7th St at Mcdowell Rd.,E McDowell Rd,Phoenix,Maricopa,AZ,85004,US,US/Mountain,KPHX,,61.66328580940999,64.83104146672403,29.53898560765659,9.09037644796337,CALM,7.685489595665097,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,1789.0,2019,7,14,Wednesday
A-3546723,Source1,2,2016-08-10 16:00:09,2016-08-10 22:00:09,38.88140900000001,-121.973551,0.001,At Road 6 - Accident.,I-5 N,Dunnigan,Yolo,CA,95937,US,US/Pacific,KSMF,2016-08-10 15:53:00,90.0,27.0,29.8,10.0,SW,8.1,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,21600.0,2016,8,16,Wednesday
